date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:19:47	167/167	---MC-	200	added ('OK')	text/plain	date:Thu,%2013%20Feb%202025%2002:19:46%20GMT	https://gcash8.ph/robots.txt		(from )
09:19:47	68245/68245	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2002:19:46%20GMT	https://gcash8.ph/	C:/Users/rose/Documents/gcash8/gcash8.ph/index.html	(from )
09:19:49	114706/114706	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Nov%202024%2014:30:42%20GMT	https://gcash8.ph/wp-includes/css/dist/block-library/style.min.css?ver=6.7.2	C:/Users/rose/Documents/gcash8/gcash8.ph/wp-includes/css/dist/block-library/style.mind1c0.css	(from https://gcash8.ph/)
09:19:49	108826/108826	---MC-	200	added ('OK')	application/rss+xml	date:Wed,%2012%20Feb%202025%2002:24:09%20GMT	https://gcash8.ph/feed/	C:/Users/rose/Documents/gcash8/gcash8.ph/feed/index.html	(from https://gcash8.ph/)
09:19:50	206519/206519	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Jan%202025%2000:52:57%20GMT	https://gcash8.ph/wp-content/themes/blogarise/css/bootstrap.css?ver=6.7.2	C:/Users/rose/Documents/gcash8/gcash8.ph/wp-content/themes/blogarise/css/bootstrapd1c0.css	(from https://gcash8.ph/)
09:19:51	74124/74124	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Jan%202025%2000:52:57%20GMT	https://gcash8.ph/wp-content/themes/blogarise/style.css?ver=6.7.2	C:/Users/rose/Documents/gcash8/gcash8.ph/wp-content/themes/blogarise/styled1c0.css	(from https://gcash8.ph/)
09:19:52	23750/23750	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Jan%202025%2000:52:57%20GMT	https://gcash8.ph/wp-content/themes/blogarise/css/colors/default.css?ver=6.7.2	C:/Users/rose/Documents/gcash8/gcash8.ph/wp-content/themes/blogarise/css/colors/defaultd1c0.css	(from https://gcash8.ph/)
09:19:53	148802/148802	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Jan%202025%2000:52:57%20GMT	https://gcash8.ph/wp-content/themes/blogarise/css/all.css?ver=6.7.2	C:/Users/rose/Documents/gcash8/gcash8.ph/wp-content/themes/blogarise/css/alld1c0.css	(from https://gcash8.ph/)
09:19:54	1071/1071	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Jan%202025%2000:52:57%20GMT	https://gcash8.ph/wp-content/themes/blogarise/css/colors/dark.css?ver=6.7.2	C:/Users/rose/Documents/gcash8/gcash8.ph/wp-content/themes/blogarise/css/colors/darkd1c0.css	(from https://gcash8.ph/)
09:19:55	16625/16625	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Jan%202025%2000:52:57%20GMT	https://gcash8.ph/wp-content/themes/blogarise/css/swiper-bundle.css?ver=6.7.2	C:/Users/rose/Documents/gcash8/gcash8.ph/wp-content/themes/blogarise/css/swiper-bundled1c0.css	(from https://gcash8.ph/)
09:19:56	5568/5568	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Jan%202025%2000:52:57%20GMT	https://gcash8.ph/wp-content/themes/blogarise/css/jquery.smartmenus.bootstrap.css?ver=6.7.2	C:/Users/rose/Documents/gcash8/gcash8.ph/wp-content/themes/blogarise/css/jquery.smartmenus.bootstrapd1c0.css	(from https://gcash8.ph/)
09:19:57	59839/59839	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Jan%202025%2000:52:57%20GMT	https://gcash8.ph/wp-content/themes/blogarise/css/animate.css?ver=6.7.2	C:/Users/rose/Documents/gcash8/gcash8.ph/wp-content/themes/blogarise/css/animated1c0.css	(from https://gcash8.ph/)
09:19:58	34165/34165	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Jan%202025%2000:52:57%20GMT	https://gcash8.ph/wp-content/themes/blogarise/inc/ansar/customize/css/customizer.css?ver=1.0	C:/Users/rose/Documents/gcash8/gcash8.ph/wp-content/themes/blogarise/inc/ansar/customize/css/customizer5152.css	(from https://gcash8.ph/)
